time_ms,altitude_m,velocity_ms,accel_bias_ms2,raw_accel_ms2,vertical_accel_ms2,raw_baro_m,motor_pos,motor_vel,motor_cmd_pos,roll_rad,pitch_rad,yaw_rad,Cd,desired_Cd,motor_current,battery_voltage,state,axis_error
0,0.08141276240348816,3.158445358276367,0.12710806727409363,66.07110595703125,65.94400024414062,0.16273728013038635,0.0005532503128051758,0.04798159748315811,0,-0.003941164817661047,0.0007309230277314782,-0.0749305710196495,0.492000013589859,0.492000013589859,-0.2387716919183731,7.301115036010742,2,0
11,0.1162538006901741,3.809605598449707,0.12710806727409363,66.40594482421875,66.27883911132812,0.16273728013038635,0.0004368424415588379,-0.011123860254883766,0,-0.0045381635427474976,0.0014054860221222043,-0.09143267571926117,0.492000013589859,0.492000013589859,-0.2387716919183731,7.294394016265869,2,0
20,0.1576383411884308,4.468010902404785,0.12710806727409363,66.35829162597656,66.23118591308594,0.22104141116142273,0.0004468560218811035,-0.01255437359213829,0,-0.004604731686413288,0.002025114605203271,-0.11116893589496613,0.492000013589859,0.492000013589859,-0.26419150829315186,7.361602783203125,2,0
30,0.20528805255889893,5.0421881675720215,0.12710806727409363,53.26013946533203,53.13302993774414,0.22104141116142273,0.0005052685737609863,0.04605189710855484,0,-0.004468847066164017,0.0022391134407371283,-0.13571204245090485,0.492000013589859,0.492000013589859,-0.26419150829315186,7.352642059326172,2,0
76,0.2154918909072876,5.161654472351074,0.12710806727409363,59.8603515625,59.73324203491211,0.34854263067245483,0.0005052685737609863,0.04605189710855484,0,-0.0043019503355026245,0.0023206137120723724,-0.14038771390914917,0.492000013589859,0.492000013589859,-0.26419150829315186,7.352642059326172,2,0
86,0.27050408720970154,5.852603435516357,0.12710806727409363,71.43583679199219,71.30873107910156,0.5106445550918579,0.0006139278411865234,0.11905268579721451,0,-0.0035718001890927553,0.004749204032123089,-0.13698053359985352,0.492000013589859,0.492000013589859,-0.2408134639263153,7.384005546569824,2,0
96,0.33267495036125183,6.58322811126709,0.12710806727409363,73.56012725830078,73.43302154541016,0.5106445550918579,0.00020712614059448242,-0.06743534654378891,0,-0.005027552135288715,0.0007422633934766054,-0.13703936338424683,0.492000013589859,0.492000013589859,-0.2408134639263153,7.368323802947998,2,0
106,0.4021645188331604,7.311983108520508,0.12710806727409363,72.43934631347656,72.31224060058594,0.5106445550918579,0.000011920928955078125,0.03170952573418617,0,-0.004665360786020756,-0.0033011490013450384,-0.13938112556934357,0.492000013589859,0.492000013589859,-0.27414730191230774,7.323517799377441,2,0
116,0.4788857102394104,8.03191089630127,0.12710806727409363,73.28707885742188,73.15997314453125,0.7188839912414551,-0.00002568960189819336,0.005774054676294327,0,-0.005400955211371183,-0.004292258992791176,-0.14485852420330048,0.492000013589859,0.492000013589859,-0.27414730191230774,7.278712272644043,2,0
160,0.4950973689556122,8.179746627807617,0.12710806727409363,74.04497528076172,73.9178695678711,0.9630073308944702,-0.00002568960189819336,0.005774054676294327,0,-0.0053491974249482155,-0.004113080445677042,-0.1463560312986374,0.492000013589859,0.492000013589859,-0.27414730191230774,7.278712272644043,2,0
170,0.5808336138725281,8.96827220916748,0.12710806727409363,79.08057403564453,78.9534683227539,0.9630073308944702,0.00004875659942626953,-0.01386568509042263,0,-0.004154191818088293,-0.0072061424143612385,-0.1701636165380478,0.492000013589859,0.492000013589859,-0.2959742546081543,7.384005546569824,2,0
180,0.6744545102119446,9.755511283874512,0.12710806727409363,78.81269836425781,78.68559265136719,1.2417378425598145,0.000003516674041748047,-0.028565678745508194,0,-0.001978939864784479,-0.011937187053263187,-0.19396133720874786,0.492000013589859,0.492000013589859,-0.2959742546081543,7.35488224029541,2,0
190,0.7759296894073486,10.538342475891113,0.12710806727409363,78.18453979492188,78.05743408203125,1.2417378425598145,0.00005525350570678711,-0.013530407100915909,0,0.0013262169668450952,-0.018856266513466835,-0.21755102276802063,0.492000013589859,0.492000013589859,-0.267093688249588,7.312316417694092,2,0
200,0.8852162957191467,11.31833267211914,0.12710806727409363,77.98146057128906,77.85435485839844,1.2417378425598145,0.00008291006088256836,0.004716067109256983,0,0.005833988543599844,-0.027577709406614304,-0.24084985256195068,0.492000013589859,0.492000013589859,-0.267093688249588,7.265270233154297,2,0
